date,co2,no_co2,spinup
016204,284.131438207,284.263402123,281.672076528
016205,289.076096278,289.229670067,286.621341444
016206,292.950356451,293.11885441,290.457994089
016207,295.812130932,296.010558253,293.388539957
016208,296.78489187,296.985878901,294.346330514
016209,296.210374166,296.391305811,293.771920404
016210,293.857068449,293.986994154,291.427268618
016211,289.72012342,289.802847888,287.193188981
016212,284.701575993,284.736482348,282.177798034
016301,280.825734902,280.856203982,278.312333098
016302,279.798584919,279.861960332,277.312423832
016303,280.975874516,281.067289068,278.482617187
016304,284.239076957,284.373099267,281.784043829
016305,289.089609897,289.245121291,286.607866133
016306,292.664138662,292.834137426,290.16370416
016307,295.599324304,295.800883931,293.158280234
016308,296.957749767,297.168192471,294.539031749
016309,296.493598624,296.68532091,294.083406563
016310,294.00629886,294.143717823,291.594847804
016311,289.897207597,289.986761253,287.410708268
016312,284.999132884,285.042988015,282.505899479
016401,281.301167274,281.334862967,278.823456563
016402,280.342772664,280.412197175,277.908675027
016403,281.565163942,281.663971535,279.126608514
016404,284.583353872,284.715120602,282.146644461
016405,289.144581914,289.293835377,286.677581464
016406,292.962031344,293.145590755,290.4971273
016407,295.880891571,296.098031767,293.470491203
016408,297.047855355,297.270888301,294.631026966
016409,296.499555618,296.696131931,294.087645426
016410,294.037189711,294.183235394,291.629231713
016411,290.05503289,290.151512546,287.583886197
016412,284.610675078,284.652257782,282.081009096
016501,280.792363335,280.824593331,278.294813923
016502,279.792417808,279.867987617,277.312309418
016503,281.484502137,281.59229562,279.027084814
016504,284.48821231,284.622172339,282.021237789
016505,289.343550713,289.511886353,286.89867458
016506,293.062319265,293.241031939,290.604604662
016507,295.830800244,296.040768101,293.417195315
016508,297.092928555,297.311262697,294.690582587
016509,296.50744806,296.700287854,294.095146423
016510,294.017970218,294.160396825,291.609033035
016511,289.898368397,289.992900145,287.383096944
016512,284.955279574,284.997568096,282.443532101
016601,280.950063958,280.989589043,278.461392194
