date,co2,no_co2,spinup
016502,9.5971127778e-06,7.78741711804e-06,7.35140330713e-06
016503,9.99966982721e-06,7.92031764701e-06,7.4542117314e-06
016504,1.11035671789e-05,8.81384124836e-06,8.2192173273e-06
016505,1.50130831371e-05,1.16967401642e-05,1.0662418377e-05
016506,1.93034350051e-05,1.52716125064e-05,1.46298493163e-05
016507,2.09556497161e-05,1.66996526782e-05,1.63014218324e-05
016508,2.03677325669e-05,1.58110744666e-05,1.56413130809e-05
016509,1.81957354619e-05,1.38935807118e-05,1.38629048589e-05
016510,1.63329897999e-05,1.27615591749e-05,1.25049910266e-05
016511,1.33854098168e-05,1.05842546138e-05,1.0204687972e-05
016512,1.04255808241e-05,8.64021523479e-06,8.15276899613e-06
016601,9.78741922995e-06,8.22602017281e-06,7.73952156172e-06
