date,co2,no_co2,spinup
015102,3.31940734428,3.29706223128,3.29356043925
015103,3.33244103492,3.24225119874,3.22370112384
015104,3.37655040765,3.24084543782,3.21469263238
015105,3.5350861911,3.36055853902,3.28340359611
015106,3.86619874018,3.64714421881,3.5740539959
015107,4.13049924498,3.8310972621,3.80043901802
015108,4.21414044464,3.81100714834,3.82140899001
015109,4.22226800307,3.78030173384,3.78791108667
015110,4.30788065127,3.82173184602,3.82050068268
015111,4.37428087399,3.8324386534,3.81343305577
015112,4.18678556433,3.60142288665,3.55829322058
015201,4.09738575431,3.46696497902,3.42172031052
015202,3.99894035007,3.3443883177,3.30090158346
015203,3.96767161318,3.31297508588,3.26721832948
015204,3.97198637479,3.28975832378,3.23859126649
015205,4.04280122716,3.35243701032,3.29543039762
015206,4.343347663,3.58348873882,3.51514459679
015207,4.63782895168,3.79349004612,3.7112541314
015208,4.71058790896,3.83158384035,3.77077583452
015209,4.67445556107,3.79178065578,3.73532383489
015210,4.69988290579,3.806901441,3.75484655769
015211,4.68651006776,3.80282521188,3.72688514449
015212,4.42718595849,3.57849617279,3.48154094642
015301,4.28358343401,3.45639230893,3.35994750827
015302,4.15982070149,3.35052998123,3.25765322775
015303,4.0929654269,3.30192046219,3.20737584776
015304,4.0801122413,3.29821065854,3.19361395635
015305,4.11811058304,3.35146586456,3.24993954841
015306,4.43114588357,3.61821284752,3.51105375667
015307,4.70589367066,3.84082234553,3.71692851307
015308,4.76041478651,3.86135533523,3.77022092504
015309,4.70362159843,3.82417997548,3.74257290629
015310,4.71226713549,3.86094996558,3.77562508866
015311,4.70247733191,3.85744763993,3.75816615832
015312,4.44212839129,3.64254312281,3.51944905256
015401,4.29637092633,3.52524160892,3.4039127365
015402,4.15965578969,3.42178502871,3.30638088669
015403,4.08957393779,3.35804748107,3.24629143024
015404,4.07426948431,3.3526846027,3.23142461913
015405,4.11237534266,3.41549887121,3.29930180515
015406,4.41000447321,3.67081564979,3.54831460115
015407,4.74218353423,3.92726374726,3.79308159366
015408,4.80174285025,3.94423964406,3.8462929162
015409,4.73565094398,3.89404649307,3.80554605729
015410,4.75574307075,3.93321785677,3.84105817223
015411,4.76091899084,3.92278249205,3.82262408226
015412,4.51799813333,3.69516650491,3.57177714921
015501,4.36486138516,3.56541950795,3.44308379551
015502,4.21348372846,3.43553208257,3.32151378141
015503,4.1398202203,3.36820674086,3.25459211865
015504,4.12984497806,3.34670278021,3.23128257685
015505,4.17566535412,3.41492389523,3.29546126479
015506,4.47304143797,3.65224195409,3.52891724956
015507,4.78330950699,3.89454838565,3.76644002268
015508,4.83752387351,3.91223185369,3.81447964936
015509,4.7958433522,3.87272716675,3.78595027931
015510,4.83025870698,3.90810097884,3.82121031636
015511,4.81717783872,3.90459486808,3.79716591371
015512,4.56742339473,3.68364359963,3.54921216932
015601,4.42702113031,3.54139488011,3.41939809738
015602,4.28967109834,3.43159032074,3.31119190485
015603,4.1945786769,3.36172267596,3.23707793694
015604,4.20939458962,3.36700558629,3.24228771547
015605,4.24779025565,3.41564069353,3.29343348345
015606,4.57612038557,3.69398646915,3.56252685289
015607,4.87125891002,3.92145777786,3.78113005304
015608,4.92894687164,3.93268319211,3.83010103092
015609,4.88295016782,3.90882115136,3.80957513762
015610,4.91351626932,3.94518767072,3.84317924904
015611,4.91471122117,3.93269238222,3.82418663699
015612,4.66044378203,3.70715322732,3.58074432724
015701,4.50059489571,3.55991013169,3.43635300495
015702,4.36409842486,3.43842789547,3.32152408147
015703,4.28121626175,3.39504652509,3.27579903046
015704,4.28188068482,3.39168798414,3.26720146189
015705,4.31860658755,3.42181198371,3.30786310004
015706,4.61050708334,3.66949551933,3.53514733497
015707,4.951177117,3.92618142173,3.78674882497
015708,5.0153980746,3.95272163276,3.84910359913
015709,4.96753725309,3.91376593445,3.81922178116
015710,4.98445635967,3.93466673681,3.8438816725
015711,4.97036914021,3.92129449382,3.81733428296
015712,4.70302222537,3.68278273196,3.5572607675
015801,4.54407383613,3.56246406409,3.4361699567
015802,4.42105314289,3.46201352876,3.34232503662
015803,4.34909543307,3.40125851027,3.2784534786
015804,4.31796339577,3.38190184398,3.25573215499
015805,4.35820048258,3.42737237954,3.30986081159
015806,4.66465382964,3.67395514112,3.55104743974
015807,4.97501862804,3.90467329681,3.77312029515
015808,5.03160535742,3.93250520564,3.82911240956
015809,4.99279881845,3.90343150569,3.80692216516
015810,5.00922154195,3.91933041669,3.8264274996
015811,4.99489050815,3.90668205869,3.8064344103
015812,4.73032693168,3.69258193075,3.56458682181
015901,4.58416200934,3.58340540127,3.44971780722
015902,4.44235263596,3.46375931622,3.33858504943
015903,4.35365720663,3.40149142549,3.27969289035
015904,4.35576921027,3.39685833592,3.27313091939
015905,4.38098243834,3.42306534606,3.30627314593
015906,4.69238776292,3.68644788851,3.55956246645
015907,5.02272564007,3.93244059091,3.79768744766
015908,5.09843251379,3.96796533228,3.86466799724
015909,5.0509299562,3.92370072799,3.83115901463
015910,5.05847227793,3.93875735644,3.85174021204
015911,5.05769763242,3.94171093279,3.831140525
015912,4.78011767813,3.70836759948,3.58259971884
016001,4.62563690017,3.58569698858,3.45946730863
016002,4.47595012564,3.46755746797,3.34942858831
016003,4.40605213977,3.41914117101,3.303171057
016004,4.39137788767,3.40364578311,3.28190188992
016005,4.44464053705,3.46494735505,3.35221657705
016006,4.76046557841,3.71857162369,3.59587110607
016007,5.05893491679,3.94111369099,3.80702673099
016008,5.1132730581,3.95757413607,3.85175503925
016009,5.05999214518,3.92179289746,3.82812791524
016010,5.08571014094,3.95049375513,3.85556663958
016011,5.07559115331,3.93180027695,3.82200994265
016012,4.79790392361,3.70058006582,3.56879433417
016101,4.63823674125,3.57201587836,3.44488633235
016102,4.49368983762,3.45586430303,3.337980797
016103,4.42201085124,3.40988844775,3.28488529626
016104,4.39606848041,3.37508070655,3.25426288149
016105,4.436870061,3.43079618749,3.31580713347
016106,4.75761527286,3.70077210635,3.57140189945
016107,5.06703614625,3.92180855575,3.78939999401
016108,5.10513013579,3.92051631156,3.82155362776
016109,5.04302065738,3.86537902887,3.7828485682
016110,5.0596584621,3.90053526262,3.81399988787
016111,5.04086163495,3.88776377867,3.78484766631
016112,4.76189699014,3.65050097277,3.52893718134
016201,4.600224071,3.52069561066,3.40129614972
016202,4.45938057191,3.41335729776,3.30392174756
016203,4.37329041037,3.35570907461,3.24432509495
016204,4.36215223537,3.33745022193,3.22467965634
016205,4.38387777617,3.3629759734,3.25706372314
016206,4.6556530897,3.58663347202,3.47912426292
016207,4.99014809856,3.83631779135,3.71199432545
016208,5.07009536592,3.88407879134,3.79138757486
016209,5.02709274339,3.85008474906,3.76825837573
016210,5.04610225379,3.88811383898,3.80092135269
016211,5.03022537663,3.87338109457,3.77179740718
016212,4.73296463063,3.63093961035,3.50324908482
