date,co2,no_co2,spinup
015901,1.86194367588e-05,1.86194367588e-05,1.86194367588e-05
015902,1.89960939248e-05,1.89960939248e-05,1.89960939248e-05
015903,2.0520093026e-05,2.0520093026e-05,2.0520093026e-05
015904,1.96959151541e-05,1.96959151541e-05,1.96959151541e-05
015905,2.09929553818e-05,2.09929553818e-05,2.09929553818e-05
015906,2.1240943294e-05,2.1240943294e-05,2.1240943294e-05
015907,2.77060562389e-05,2.77060562389e-05,2.77060562389e-05
015908,2.87872972167e-05,2.87872972167e-05,2.87872972167e-05
015909,2.81342290779e-05,2.81342290779e-05,2.81342290779e-05
015910,2.413518261e-05,2.413518261e-05,2.413518261e-05
015911,1.95675280256e-05,1.95675280256e-05,1.95675280256e-05
015912,1.83592415728e-05,1.83592415728e-05,1.83592415728e-05
016001,1.81267021625e-05,1.81267021625e-05,1.81267021625e-05
016002,1.97212473985e-05,1.97212473985e-05,1.97212473985e-05
016003,2.06678201561e-05,2.06678201561e-05,2.06678201561e-05
016004,2.02153605177e-05,2.02153605177e-05,2.02153605177e-05
016005,2.10082742059e-05,2.10082742059e-05,2.10082742059e-05
016006,2.2171331625e-05,2.2171331625e-05,2.2171331625e-05
016007,2.63949864545e-05,2.63949864545e-05,2.63949864545e-05
016008,2.82497174146e-05,2.82497174146e-05,2.82497174146e-05
016009,2.82846845456e-05,2.82846845456e-05,2.82846845456e-05
016010,2.34453548985e-05,2.34453548985e-05,2.34453548985e-05
016011,1.97827613176e-05,1.97827613176e-05,1.97827613176e-05
016012,1.80020062188e-05,1.80020062188e-05,1.80020062188e-05
016101,1.87652919246e-05,1.87652919246e-05,1.87652919246e-05
016102,1.86262189781e-05,1.86262189781e-05,1.86262189781e-05
016103,1.93471524085e-05,1.93471524085e-05,1.93471524085e-05
016104,2.05338532445e-05,2.05338532445e-05,2.05338532445e-05
016105,2.06181513453e-05,2.06181513453e-05,2.06181513453e-05
016106,2.16104383539e-05,2.16104383539e-05,2.16104383539e-05
016107,2.52537147012e-05,2.52537147012e-05,2.52537147012e-05
016108,2.55011178246e-05,2.55011178246e-05,2.55011178246e-05
016109,2.62365270268e-05,2.62365270268e-05,2.62365270268e-05
016110,2.29898070447e-05,2.29898070447e-05,2.29898070447e-05
016111,1.99683777323e-05,1.99683777323e-05,1.99683777323e-05
016112,1.87728011555e-05,1.87728011555e-05,1.87728011555e-05
016201,1.9137069153e-05,1.9137069153e-05,1.9137069153e-05
016202,1.81460761433e-05,1.81460761433e-05,1.81460761433e-05
016203,2.02242849683e-05,2.02242849683e-05,2.02242849683e-05
016204,1.99035929074e-05,1.99035929074e-05,1.99035929074e-05
016205,2.0105730521e-05,2.0105730521e-05,2.0105730521e-05
016206,2.0921468126e-05,2.0921468126e-05,2.0921468126e-05
016207,2.51275603835e-05,2.51275603835e-05,2.51275603835e-05
016208,2.80953491868e-05,2.80953491868e-05,2.80953491868e-05
016209,2.78165102409e-05,2.78165102409e-05,2.78165102409e-05
016210,2.21763277469e-05,2.21763277469e-05,2.21763277469e-05
016211,1.84662610088e-05,1.84662610088e-05,1.84662610088e-05
016212,1.79666403903e-05,1.79666403903e-05,1.79666403903e-05
016301,1.87165110286e-05,1.87165110286e-05,1.87165110286e-05
016302,1.90699011035e-05,1.90699011035e-05,1.90699011035e-05
016303,2.11148434337e-05,2.11148434337e-05,2.11148434337e-05
016304,2.16321712815e-05,2.16321712815e-05,2.16321712815e-05
016305,2.10027759363e-05,2.10027759363e-05,2.10027759363e-05
016306,2.24590653633e-05,2.24590653633e-05,2.24590653633e-05
016307,2.48932792056e-05,2.48932792056e-05,2.48932792056e-05
016308,2.64355472393e-05,2.64355472393e-05,2.64355472393e-05
016309,2.50168503359e-05,2.50168503359e-05,2.50168503359e-05
016310,2.24718538662e-05,2.24718538662e-05,2.24718538662e-05
016311,1.92030947473e-05,1.92030947473e-05,1.92030947473e-05
016312,1.78630653416e-05,1.78630653416e-05,1.78630653416e-05
016401,1.78737942435e-05,1.78737942435e-05,1.78737942435e-05
016402,2.0137189441e-05,2.0137189441e-05,2.0137189441e-05
016403,1.88575962076e-05,1.88575962076e-05,1.88575962076e-05
016404,1.95588100437e-05,1.95588100437e-05,1.95588100437e-05
016405,2.06292969537e-05,2.06292969537e-05,2.06292969537e-05
016406,2.09875542195e-05,2.09875542195e-05,2.09875542195e-05
016407,2.47615946633e-05,2.47615946633e-05,2.47615946633e-05
016408,2.69285459412e-05,2.69285459412e-05,2.69285459412e-05
016409,2.55451408521e-05,2.55451408521e-05,2.55451408521e-05
016410,2.25427786571e-05,2.25427786571e-05,2.25427786571e-05
016411,1.96354908376e-05,1.96354908376e-05,1.96354908376e-05
016412,1.76416855689e-05,1.76416855689e-05,1.76416855689e-05
016501,1.88402921527e-05,1.88402921527e-05,1.88402921527e-05
016502,1.92079629126e-05,1.92079629126e-05,1.92079629126e-05
016503,1.91058228499e-05,1.91058228499e-05,1.91058228499e-05
016504,1.78639643227e-05,1.78639643227e-05,1.78639643227e-05
016505,2.05268688562e-05,2.05268688562e-05,2.05268688562e-05
016506,2.26758812651e-05,2.26758812651e-05,2.26758812651e-05
016507,2.62296726855e-05,2.62296726855e-05,2.62296726855e-05
016508,2.85797994105e-05,2.85797994105e-05,2.85797994105e-05
016509,2.73251220991e-05,2.73251220991e-05,2.73251220991e-05
016510,2.4523118042e-05,2.4523118042e-05,2.4523118042e-05
016511,1.93468498229e-05,1.93468498229e-05,1.93468498229e-05
016512,1.80557804763e-05,1.80557804763e-05,1.80557804763e-05
016601,1.93510337536e-05,1.93510337536e-05,1.93510337536e-05
